,words,tf,idf,tfidf
11299,single,39.0,6.3756259017937,248.64941016995428
11300,singolo,3.0,9.208839245849916,27.626517737549747
11301,sinisa,4.0,8.921157173398134,35.684628693592536
11302,sinn,7.0,8.00486644152398,56.03406509066786
11303,sinnspezialuhren,7.0,8.361541385462711,58.530789698238976
11304,sintagespoutrogontai,20.0,7.3117192609640345,146.23438521928068
11305,sintagitisimeras,13.0,7.742502177056489,100.65252830173435
11306,sip,3.0,5.071009571688076,15.213028715064226
11307,sir,17.0,5.989963420981715,101.82937815668915
11308,sirince,4.0,10.307451534518025,41.2298061380721
11309,sirwinstonfotos,6.0,8.921157173398134,53.5269430403888
11310,sis,8.0,3.762101874183606,30.096814993468847
11311,sissy_validstyle,13.0,7.822544884730025,101.69308350149032
11312,sissychristidoucom,12.0,7.822544884730025,93.8705386167603
11313,sista,3.0,7.668394204902767,23.0051826147083
11314,sister,32.0,5.238547332297793,167.6335146335294
11315,sistergreeks,10.0,8.00486644152398,80.0486644152398
11316,sisterhood,94.0,5.732740556014642,538.8776122653763
11317,sisterlove,3.0,9.208839245849916,27.626517737549747
11318,sisters,104.0,5.682478721233754,590.9777870083104
11319,sit,12.0,3.3808745012953003,40.5704940155436
11320,site,140.0,4.630697732249744,648.2976825149642
11321,sites,5.0,8.110226957181807,40.551134785909035
11322,sitt,3.0,7.47423819046181,22.422714571385427
11323,sitting,10.0,7.668394204902767,76.68394204902766
11324,situated,5.0,8.698013622083925,43.49006811041963
11325,situation,7.0,8.361541385462711,58.530789698238976
11326,six,6.0,5.8531042382645175,35.118625429587105
11327,sixpack,3.0,9.208839245849916,27.626517737549747
11328,size,40.0,5.536766910052361,221.47067640209443
11329,size________________________________κωδικός,24.0,7.12939770417008,171.1055449000819
11330,sizes,5.0,7.534862812278244,37.67431406139122
11331,sjpcollection,3.0,9.208839245849916,27.626517737549747
11332,ska,14.0,5.213701333711263,72.99181867195769
11333,skai,14.0,6.643889888388379,93.0144584374373
11334,skaigr,3.0,9.208839245849916,27.626517737549747
11335,skaitv,22.0,6.9752470243428215,153.45543453554208
11336,skate,4.0,7.599401333415815,30.39760533366326
11337,skateboard,3.0,7.742502177056489,23.227506531169468
11338,skateboarding,10.0,8.00486644152398,80.0486644152398
11339,skeewee,11.0,7.909556261719655,87.0051188789162
11340,sketch,32.0,6.90625415285587,221.00013289138784
11341,sketchaday,11.0,7.909556261719655,87.0051188789162
11342,sketchbook,10.0,8.00486644152398,80.0486644152398
11343,sketches,8.0,8.228009992838189,65.82407994270551
11344,skewer,3.0,9.208839245849916,27.626517737549747
11345,skg,482.0,4.13575093710711,1993.431951685627
11346,skg_stories,5.0,8.698013622083925,43.49006811041963
11347,skgstories,9.0,8.110226957181807,72.99204261463626
11348,skiathos,6.0,8.51569206528997,51.094152391739826
11349,skies,11.0,7.41707977662186,81.58787754284046
11350,skills,4.0,8.921157173398134,35.684628693592536
11351,skin,29.0,5.1369675394798735,148.97205864491633
11352,skinbyrd,3.0,9.208839245849916,27.626517737549747
11353,skincare,95.0,5.580063715805685,530.1060530015401
11354,skinfinish,5.0,8.698013622083925,43.49006811041963
11355,skinhead,4.0,8.921157173398134,35.684628693592536
11356,skinny,7.0,8.00486644152398,56.03406509066786
11357,skinnycoffeeclub,8.0,9.208839245849916,73.67071396679933
11358,skip,3.0,9.208839245849916,27.626517737549747
11359,skirt,76.0,6.003386441313856,456.257369539853
11360,skopelos,3.0,9.208839245849916,27.626517737549747
11361,skoulos,4.0,8.921157173398134,35.684628693592536
11362,skourinio,3.0,9.208839245849916,27.626517737549747
11363,sku,17.0,7.088575709649825,120.50578706404703
11364,skull,11.0,7.822544884730025,86.04799373203028
11365,skullysctzbeardoil,5.0,8.921157173398134,44.60578586699067
11366,sky,229.0,4.64449105438208,1063.5884514534962
11367,sky_captures,4.0,8.921157173398134,35.684628693592536
11368,sky_perfection,8.0,8.228009992838189,65.82407994270551
11369,skyart,3.0,9.208839245849916,27.626517737549747
11370,skyback,4.0,8.921157173398134,35.684628693592536
11371,skydive_athens,3.0,9.208839245849916,27.626517737549747
11372,skyfall,3.0,9.61430435395808,28.84291306187424
11373,skygarden,3.0,9.208839245849916,27.626517737549747
11374,skyisthelimit,5.0,8.698013622083925,43.49006811041963
11375,skyline,13.0,7.742502177056489,100.65252830173435
11376,skylove_pure,3.0,9.208839245849916,27.626517737549747
11377,skylovers,27.0,7.011614668513696,189.31359604986977
11378,skynmagazine,9.0,8.110226957181807,72.99204261463626
11379,skyporn,42.0,6.593879467813718,276.94293764817616
11380,skyros,3.0,9.61430435395808,28.84291306187424
11381,skysnappers,3.0,9.208839245849916,27.626517737549747
11382,skyview,3.0,9.208839245849916,27.626517737549747
11383,skógafoss,6.0,10.307451534518025,61.84470920710815
11384,skógar,3.0,10.307451534518025,30.922354603554076
11385,slave,3.0,7.21640908115971,21.649227243479128
11386,slay,7.0,6.500789044747705,45.50552331323394
11387,slayer,3.0,9.208839245849916,27.626517737549747
11388,slaymakeup,13.0,7.742502177056489,100.65252830173435
11389,slaysolutely,14.0,7.668394204902767,107.35751886863873
11390,sleekmakeup,4.0,9.208839245849916,36.83535698339966
11391,sleep,37.0,6.457303932807966,238.92024551389477
11392,sleeping,8.0,8.228009992838189,65.82407994270551
11393,sleeps,3.0,9.208839245849916,27.626517737549747
11394,sleepy,6.0,8.51569206528997,51.094152391739826
11395,sleeve,6.0,7.47423819046181,44.845429142770854
11396,sleeves,3.0,9.208839245849916,27.626517737549747
11397,sleevetattoo,11.0,8.00486644152398,88.05353085676379
11398,slgr,3.0,9.208839245849916,27.626517737549747
11399,slice,3.0,9.208839245849916,27.626517737549747
11400,slickguns_feature,6.0,8.51569206528997,51.094152391739826
11401,slide,6.0,8.228009992838189,49.36805995702913
11402,slides,4.0,9.61430435395808,38.45721741583232
11403,slim,4.0,8.110226957181807,32.44090782872723
11404,slimming,5.0,8.921157173398134,44.60578586699067
11405,slip,4.0,8.110226957181807,32.44090782872723
11406,slippers,5.0,8.698013622083925,43.49006811041963
11407,slovakia,3.0,9.208839245849916,27.626517737549747
11408,slow,16.0,7.599401333415815,121.59042133465304
11409,sm,11.0,2.882093647490874,31.703030122399614
11410,smal,9.0,5.653491184360502,50.88142065924452
11411,small,65.0,5.743103343050189,373.30171729826225
11412,smaragda_karidi_official,7.0,8.361541385462711,58.530789698238976
11413,smart,6.0,7.262929096794602,43.57757458076762
11414,smartphones,3.0,9.208839245849916,27.626517737549747
11415,smarturl,4.0,8.921157173398134,35.684628693592536
11416,smashboxcosmetics,6.0,8.51569206528997,51.094152391739826
11417,smashboxgreece,8.0,8.228009992838189,65.82407994270551
11418,smell,17.0,7.011614668513696,119.19744936473283
11419,smellgood,3.0,9.208839245849916,27.626517737549747
11420,smells,8.0,8.00486644152398,64.03893153219184
11421,smellslikesummer,3.0,9.208839245849916,27.626517737549747
11422,smile,446.0,4.1915594090349915,1869.4354964296062
11423,smilealways,14.0,7.668394204902767,107.35751886863873
11424,smileandbehappy,3.0,9.208839245849916,27.626517737549747
11425,smilemore,3.0,9.208839245849916,27.626517737549747
11426,smiles,67.0,5.938003682051004,397.8462466974173
11427,smileseverywhere,3.0,9.208839245849916,27.626517737549747
11428,smileslove,6.0,8.51569206528997,51.094152391739826
11429,smiley,9.0,8.228009992838189,74.0520899355437
11430,smiling,10.0,7.742502177056489,77.42502177056488
11431,smith,16.0,6.781091009901864,108.49745615842983
11432,smithandwesson,22.0,7.171957318588875,157.78306100895526
11433,smithandwesson_fanatics,3.0,9.208839245849916,27.626517737549747
11434,smithwesson,6.0,8.51569206528997,51.094152391739826
11435,smoke,9.0,7.822544884730025,70.40290396257022
11436,smokeyeye,4.0,8.921157173398134,35.684628693592536
11437,smoking,8.0,7.909556261719655,63.27645009375724
11438,smooth,9.0,7.47423819046181,67.26814371415628
11439,smoothie,5.0,8.361541385462711,41.80770692731356
11440,smoothies,3.0,9.208839245849916,27.626517737549747
11441,smouts,3.0,6.841715631718299,20.525146895154897
11442,sms,9.0,8.921157173398134,80.2904145605832
11443,snack,9.0,7.41707977662186,66.75371798959674
11444,snacktime,5.0,8.698013622083925,43.49006811041963
11445,snake,7.0,8.51569206528997,59.609844457029794
11446,snap,3.0,6.752103473028612,20.256310419085835
11447,snapchat,26.0,7.049354996496543,183.28322990891013
11448,sneak,6.0,6.102758915127059,36.61655349076236
11449,sneaker,9.0,6.196577670344714,55.76919903310243
11450,sneakers,65.0,6.318467487953751,410.7003867169938
11451,snfcc,11.0,8.361541385462711,91.97695524008982
11452,snik,3.0,8.110226957181807,24.330680871545418
11453,snikthehustla,3.0,9.208839245849916,27.626517737549747
11454,sniper,6.0,8.51569206528997,51.094152391739826
11455,sniping,5.0,8.698013622083925,43.49006811041963
11456,snorkeling,4.0,9.208839245849916,36.83535698339966
11457,snow,11.0,8.110226957181807,89.21249652899988
11458,snowfilters,3.0,9.208839245849916,27.626517737549747
11459,snyggt,4.0,8.921157173398134,35.684628693592536
11460,soaking,4.0,8.921157173398134,35.684628693592536
11461,soap,5.0,8.361541385462711,41.80770692731356
11462,soaps,3.0,9.61430435395808,28.84291306187424
11463,soar,6.0,8.51569206528997,51.094152391739826
11464,sober,8.0,8.228009992838189,65.82407994270551
11465,sobre,4.0,8.921157173398134,35.684628693592536
11466,sobriety,5.0,8.698013622083925,43.49006811041963
11467,socal,3.0,8.698013622083925,26.094040866251774
11468,socalsavvy,3.0,9.61430435395808,28.84291306187424
11469,soccer,42.0,6.569781916234657,275.93084048185557
11470,sociais,18.0,7.41707977662186,133.50743597919347
11471,social,27.0,5.7224840558474535,154.50706950788125
11472,socialenvy,9.0,8.110226957181807,72.99204261463626
11473,socialmedia,14.0,6.087943829341919,85.23121361078687
11474,socialmediamarketing,25.0,7.088575709649825,177.21439274124563
11475,socialmediamerketing,35.0,6.752103473028612,236.3236215560014
11476,society,5.0,6.9752470243428215,34.87623512171411
11477,societygivers,3.0,9.208839245849916,27.626517737549747
11478,socks,8.0,7.742502177056489,61.94001741645191
11479,socosbeads,6.0,9.208839245849916,55.253035475099495
11480,soexcited,6.0,8.51569206528997,51.094152391739826
11481,sofia,16.0,7.049354996496543,112.78967994394469
11482,sofia_chad,7.0,8.361541385462711,58.530789698238976
11483,sofia_kalmpaki,3.0,9.61430435395808,28.84291306187424
11484,sofiaharmanda,3.0,9.208839245849916,27.626517737549747
11485,sofipasxali,6.0,8.51569206528997,51.094152391739826
11486,soft,20.0,5.238547332297793,104.77094664595586
11487,sogar,3.0,9.208839245849916,27.626517737549747
11488,sogno,3.0,9.208839245849916,27.626517737549747
11489,sohappy,14.0,7.668394204902767,107.35751886863873
11490,soho,4.0,8.110226957181807,32.44090782872723
11491,sohohouseberlin,3.0,9.208839245849916,27.626517737549747
11492,soinlove,3.0,9.208839245849916,27.626517737549747
11493,soir,8.0,7.599401333415815,60.79521066732652
11494,sol,22.0,4.735297502340261,104.17654505148575
11495,solarium,4.0,9.208839245849916,36.83535698339966
11496,sold,16.0,6.643889888388379,106.30223821421406
11497,soldier,3.0,8.110226957181807,24.330680871545418
11498,soldiers,6.0,8.51569206528997,51.094152391739826
11499,soldout,13.0,7.742502177056489,100.65252830173435
11500,sole,5.0,7.909556261719655,39.547781308598275
11501,soleil,3.0,9.208839245849916,27.626517737549747
11502,soles,3.0,9.208839245849916,27.626517737549747
11503,soli,5.0,7.41707977662186,37.0853988831093
11504,solid,4.0,9.208839245849916,36.83535698339966
11505,solo,11.0,6.90625415285587,75.96879568141456
11506,solontsounis,3.0,9.208839245849916,27.626517737549747
11507,solstice,4.0,8.921157173398134,35.684628693592536
11508,solution,4.0,7.822544884730025,31.2901795389201
11509,solventless,30.0,6.90625415285587,207.1876245856761
11510,som,50.0,4.0364631026597255,201.82315513298627
11511,somebody,7.0,8.51569206528997,59.609844457029794
11512,someday,5.0,8.698013622083925,43.49006811041963
11513,somehow,3.0,9.61430435395808,28.84291306187424
11514,someone,63.0,6.229914090612306,392.4845877085753
11515,something,66.0,6.148568451158353,405.8055177764513
11516,sometimes,46.0,6.47881013802893,298.02526634933076
11517,sometimeslighterisbetter,5.0,8.698013622083925,43.49006811041963
11518,somewhere,22.0,6.9752470243428215,153.45543453554208
11519,somewhereinathens,3.0,9.208839245849916,27.626517737549747
11520,sommelier,4.0,8.921157173398134,35.684628693592536
11521,son,63.0,3.433253039064731,216.29494146107805
11522,sondern,3.0,9.208839245849916,27.626517737549747
11523,song,74.0,5.471169627566547,404.8665524399245
11524,songs,32.0,6.723932596061915,215.16584307398128
11525,sono,7.0,8.361541385462711,58.530789698238976
11526,sony,4.0,8.361541385462711,33.446165541850846
11527,sonymobilegr,3.0,9.208839245849916,27.626517737549747
11528,soo,15.0,4.705332713638325,70.57999070457487
11529,soon,174.0,4.806193323973298,836.2776383713539
11530,sooo,6.0,7.534862812278244,45.20917687366946
11531,soooo,4.0,8.00486644152398,32.01946576609592
11532,sooooo,3.0,8.361541385462711,25.084624156388134
11533,soooooo,4.0,8.921157173398134,35.684628693592536
11534,sophia,13.0,7.822544884730025,101.69308350149032
11535,sophie,4.0,8.921157173398134,35.684628693592536
11536,sophisticated,24.0,7.12939770417008,171.1055449000819
11537,sopretty,9.0,8.110226957181807,72.99204261463626
11538,sorbet,7.0,8.361541385462711,58.530789698238976
11539,soror,7.0,5.503430489784769,38.52401342849338
11540,sorority,11.0,5.712331684383435,62.83564852821779
11541,sororitysisters,72.0,6.0307854155019704,434.21654991614184
11542,sorors,77.0,5.938003682051004,457.2262835179273
11543,sorry,26.0,6.841715631718299,177.88460642467578
11544,sorrynotsorry,4.0,8.921157173398134,35.684628693592536
11545,sorteio,8.0,9.61430435395808,76.91443483166464
11546,sos,8.0,6.102758915127059,48.82207132101647
11547,sosobrat,3.0,10.307451534518025,30.922354603554076
11548,sotd,4.0,8.921157173398134,35.684628693592536
11549,sothebys,5.0,8.921157173398134,44.60578586699067
11550,sotiriskaristinos,4.0,8.921157173398134,35.684628693592536
11551,sou,10.0,3.845983358164308,38.45983358164308
11552,souallazeitizoi,3.0,9.208839245849916,27.626517737549747
11553,soukou,14.0,7.668394204902767,107.35751886863873
11554,soul,84.0,5.076342917663439,426.41280508372887
11555,soulis,5.0,6.669865374791639,33.3493268739582
11556,souls,14.0,7.41707977662186,103.83911687270604
11557,sound,13.0,5.925424899844144,77.03052369797386
11558,soundcheck,4.0,8.921157173398134,35.684628693592536
11559,sounds,26.0,6.180317149472934,160.68824588629627
11560,soundtrack,4.0,9.208839245849916,36.83535698339966
11561,soup,7.0,7.909556261719655,55.36689383203758
11562,source,42.0,6.436250523610134,270.32252199162565
11563,sources,4.0,8.51569206528997,34.06276826115988
11564,sourire,5.0,9.61430435395808,48.071521769790394
11565,sourse,33.0,6.810943973051545,224.76115111070098
11566,sourtouki,13.0,7.742502177056489,100.65252830173435
11567,sousmarine,46.0,6.47881013802893,298.02526634933076
11568,south,25.0,6.436250523610134,160.90626309025336
11569,southcoast,10.0,8.00486644152398,80.0486644152398
11570,southern,4.0,7.909556261719655,31.63822504687862
11571,southernuniversity,4.0,9.61430435395808,38.45721741583232
11572,southmelbourne,3.0,9.208839245849916,27.626517737549747
11573,southwest,3.0,9.208839245849916,27.626517737549747
11574,souvlaki,6.0,8.51569206528997,51.094152391739826
11575,souzana,9.0,8.110226957181807,72.99204261463626
11576,souzanasbeautysecrets,4.0,8.921157173398134,35.684628693592536
11577,sovereignty,3.0,10.307451534518025,30.922354603554076
11578,soy,3.0,4.021453440009161,12.064360320027482
11579,soydere,22.0,4.076970086939544,89.69334191266996
11580,sp,4.0,2.1940248945743708,8.776099578297483
11581,sp_chatzi,8.0,8.228009992838189,65.82407994270551
11582,spa,11.0,3.99390348824093,43.93293837065023
11583,space,10.0,5.830114720039819,58.30114720039819
11584,spain,26.0,6.90625415285587,179.56260797425261
11585,spam,34.0,6.669865374791639,226.77542274291574
11586,spamforspam,5.0,8.698013622083925,43.49006811041963
11587,spanish,7.0,8.361541385462711,58.530789698238976
11588,spanoulis,3.0,9.208839245849916,27.626517737549747
11589,sparkle,88.0,5.80764186418776,511.0724840485229
11590,sparkles,3.0,9.208839245849916,27.626517737549747
11591,sparkling,9.0,8.110226957181807,72.99204261463626
11592,sparti,3.0,9.208839245849916,27.626517737549747
11593,speak,12.0,7.262929096794602,87.15514916153523
11594,speaking,6.0,8.51569206528997,51.094152391739826
11595,speaks,3.0,9.208839245849916,27.626517737549747
11596,special,116.0,5.394796648781973,625.7964112587089
11597,special_shots,6.0,8.698013622083925,52.18808173250355
11598,specialcδpδcitψ,3.0,9.208839245849916,27.626517737549747
11599,specialist,3.0,9.208839245849916,27.626517737549747
11600,species,3.0,9.208839245849916,27.626517737549747
11601,specific,7.0,8.51569206528997,59.609844457029794
11602,spectacular,8.0,8.361541385462711,66.89233108370169
11603,speechless,4.0,8.921157173398134,35.684628693592536
11604,speedlovers,3.0,9.208839245849916,27.626517737549747
11605,speedmaster,5.0,8.698013622083925,43.49006811041963
11606,speedytuesday,4.0,8.921157173398134,35.684628693592536
11607,spend,16.0,7.088575709649825,113.4172113543972
11608,spending,6.0,8.51569206528997,51.094152391739826
11609,spent,20.0,7.363012555351585,147.2602511070317
11610,spetsathlon,46.0,6.752103473028612,310.5967597593161
11611,spetsathloncookbook,7.0,8.921157173398134,62.44810021378694
11612,spetses,98.0,5.732740556014642,561.8085744894349
11613,spetsesisland,4.0,8.921157173398134,35.684628693592536
11614,spetsing,3.0,9.208839245849916,27.626517737549747
11615,spicollective,4.0,8.921157173398134,35.684628693592536
11616,spicy,18.0,7.262929096794602,130.73272374230285
11617,spicymusic_official,6.0,8.698013622083925,52.18808173250355
11618,spicyofficial,13.0,7.742502177056489,100.65252830173435
11619,spiero_shop,3.0,9.208839245849916,27.626517737549747
11620,spina,4.0,7.363012555351585,29.45205022140634
11621,spirit,12.0,6.940155704531551,83.28186845437861
11622,spirited,3.0,9.61430435395808,28.84291306187424
11623,spiritofthephoto_joao,4.0,8.921157173398134,35.684628693592536
11624,spiritual,6.0,8.51569206528997,51.094152391739826
11625,spiros,3.0,7.742502177056489,23.227506531169468
11626,spirossavvinos,8.0,8.361541385462711,66.89233108370169
11627,spirostergiou,3.0,9.208839245849916,27.626517737549747
11628,spitimouspitakimou,3.0,9.61430435395808,28.84291306187424
11629,spitishoot,19.0,7.363012555351585,139.89723855168012
11630,spitispitaki,84.0,5.963646112664342,500.9462734638047
11631,splash,6.0,7.909556261719655,47.45733757031793
11632,split,6.0,7.822544884730025,46.93526930838015
11633,splits,8.0,8.361541385462711,66.89233108370169
11634,spoiler,5.0,8.698013622083925,43.49006811041963
11635,spon,3.0,6.593879467813718,19.781638403441153
11636,sponge,4.0,10.307451534518025,41.2298061380721
11637,sponsor,3.0,7.12939770417008,21.388193112510237
11638,sponsored,5.0,7.742502177056489,38.71251088528244
11639,sponsoredathlete,8.0,8.228009992838189,65.82407994270551
11640,sponsors,5.0,8.00486644152398,40.0243322076199
11641,sponsorship,5.0,8.698013622083925,43.49006811041963
11642,spoof,8.0,8.228009992838189,65.82407994270551
11643,spoonfeed,3.0,9.208839245849916,27.626517737549747
11644,spor,3.0,5.1369675394798735,15.410902618439621
11645,sport,17.0,5.207585106693827,88.52894681379506
11646,sportbody,8.0,8.228009992838189,65.82407994270551
11647,sportgirl,8.0,7.262929096794602,58.10343277435682
11648,sportgirls,13.0,7.742502177056489,100.65252830173435
11649,sportlife,3.0,9.208839245849916,27.626517737549747
11650,sports,64.0,5.712331684383435,365.58922780053985
11651,sportswear,17.0,7.3117192609640345,124.29922743638859
11652,sporty,5.0,8.698013622083925,43.49006811041963
11653,spot,20.0,5.330717792097451,106.61435584194902
11654,spotify,18.0,7.41707977662186,133.50743597919347
11655,spots,3.0,7.171957318588875,21.515871955766627
11656,spotted,15.0,7.599401333415815,113.99102000123723
11657,spray,18.0,7.534862812278244,135.6275306210084
11658,spread,10.0,7.21640908115971,72.16409081159709
11659,spreadthepositiveenergy,4.0,8.921157173398134,35.684628693592536
11660,spreadtheword,8.0,8.228009992838189,65.82407994270551
11661,spring,664.0,3.698102291350645,2455.5399214568283
11662,springbreak,8.0,8.228009992838189,65.82407994270551
11663,springday,9.0,8.110226957181807,72.99204261463626
11664,springescape,4.0,8.921157173398134,35.684628693592536
11665,springfashion,12.0,7.822544884730025,93.8705386167603
11666,springfield,6.0,8.228009992838189,49.36805995702913
11667,springfieldarmory,5.0,8.361541385462711,41.80770692731356
11668,springfieldarmoryinc,6.0,8.921157173398134,53.5269430403888
11669,springishere,14.0,7.668394204902767,107.35751886863873
11670,springmood,11.0,7.909556261719655,87.0051188789162
11671,springoutfit,4.0,8.921157173398134,35.684628693592536
11672,springs,7.0,7.12939770417008,49.905783929190555
11673,springstyle,4.0,8.228009992838189,32.912039971352755
11674,springstyles,4.0,8.921157173398134,35.684628693592536
11675,springsummer,6.0,8.51569206528997,51.094152391739826
11676,springtime,36.0,6.643889888388379,239.18003598198163
11677,springtrends,3.0,9.208839245849916,27.626517737549747
11678,springvibes,6.0,8.51569206528997,51.094152391739826
11679,sprinkles,3.0,9.208839245849916,27.626517737549747
11680,spritz,7.0,5.207585106693827,36.45309574685679
11681,spyder,4.0,10.307451534518025,41.2298061380721
11682,squad,11.0,7.171957318588875,78.89153050447763
11683,squadlist,3.0,9.208839245849916,27.626517737549747
11684,square,12.0,7.599401333415815,91.19281600098978
11685,squats,10.0,7.41707977662186,74.1707977662186
11686,ss,5.0,1.812299473978668,9.06149736989334
11687,ssu,61.0,5.616103652288881,342.58232278962174
11688,st,27.0,0.9035200134896572,24.395040364220744
11689,sta,9.0,1.686619308342302,15.179573775080717
11690,stadium,17.0,7.3117192609640345,124.29922743638859
11691,stadiumclure,3.0,9.208839245849916,27.626517737549747
11692,staff,10.0,7.822544884730025,78.22544884730024
11693,stage,35.0,4.570879237038834,159.9807732963592
11694,stainlesssteel,9.0,8.228009992838189,74.0520899355437
11695,stairs,8.0,8.698013622083925,69.5841089766714
11696,stall,14.0,8.361541385462711,117.06157939647795
11697,stam_tsimtsili,19.0,7.363012555351585,139.89723855168012
11698,stamatisfasoulis,12.0,7.822544884730025,93.8705386167603
11699,stan,5.0,4.349026841488244,21.745134207441218
11700,stan_official,6.0,8.51569206528997,51.094152391739826
11701,stanbul,3.0,7.171957318588875,21.515871955766627
11702,stance,3.0,6.9752470243428215,20.925741073028465
11703,stand,29.0,5.432254211316874,157.53537212818935
11704,standard,3.0,8.228009992838189,24.684029978514566
11705,standards,5.0,8.698013622083925,43.49006811041963
11706,standing,9.0,7.668394204902767,69.0155478441249
11707,standout,13.0,7.742502177056489,100.65252830173435
11708,stands,4.0,8.228009992838189,32.912039971352755
11709,standwithtoms,3.0,9.208839245849916,27.626517737549747
11710,star,76.0,3.7351689918240174,283.8728433786253
11711,staracademygr,148.0,5.963646112664342,882.6196246743226
11712,staralithies,19.0,7.41707977662186,140.92451575581535
11713,starbags_eu,3.0,9.61430435395808,28.84291306187424
11714,starbeach,3.0,10.307451534518025,30.922354603554076
11715,starbucks,12.0,8.00486644152398,96.05839729828776
11716,starchanneltv,38.0,6.841715631718299,259.98519400529534
11717,staring,4.0,9.208839245849916,36.83535698339966
11718,starpremiera,3.0,9.208839245849916,27.626517737549747
11719,stars,36.0,6.2644002666834755,225.5184096006051
11720,start,77.0,4.672661931348776,359.7949687138557
11721,started,40.0,6.723932596061915,268.9573038424766
11722,starting,14.0,7.668394204902767,107.35751886863873
11723,starts,13.0,7.742502177056489,100.65252830173435
11724,startv,7.0,5.80764186418776,40.65349304931432
11725,startvcom,43.0,6.546251418824463,281.4888110094519
11726,starwars,36.0,6.669865374791639,240.11515349249902
11727,starwarscelebration,22.0,7.3117192609640345,160.85782374120876
11728,state,46.0,5.503430489784769,253.1578025300994
11729,statement,16.0,7.363012555351585,117.80820088562535
11730,statements,3.0,9.208839245849916,27.626517737549747
11731,states,8.0,7.822544884730025,62.5803590778402
11732,stathis,5.0,7.41707977662186,37.0853988831093
11733,stathis_soulis,5.0,8.698013622083925,43.49006811041963
11734,stathispsaltis,11.0,7.909556261719655,87.0051188789162
11735,stathmostheatro,3.0,9.208839245849916,27.626517737549747
11736,station,7.0,8.361541385462711,58.530789698238976
11737,stato,3.0,9.208839245849916,27.626517737549747
11738,statue,13.0,7.742502177056489,100.65252830173435
11739,statueofliberty,6.0,8.51569206528997,51.094152391739826
11740,status,4.0,6.180317149472934,24.721268597891736
11741,staventoμικρέ,3.0,9.208839245849916,27.626517737549747
11742,stavros,6.0,6.337159620965903,38.02295772579542
11743,stavros_karagilanis,59.0,6.457303932807966,380.98093203567004
11744,stay,141.0,4.343872190899579,612.4859789168406
11745,staybearded,3.0,9.208839245849916,27.626517737549747
11746,stayconnected,3.0,9.208839245849916,27.626517737549747
11747,staying,6.0,8.51569206528997,51.094152391739826
11748,stayloyal,5.0,8.698013622083925,43.49006811041963
11749,staymotivated,76.0,5.989963420981715,455.2372199946103
11750,stayontarget,26.0,7.049354996496543,183.28322990891013
11751,staypositive,6.0,8.51569206528997,51.094152391739826
11752,staypuglia,5.0,8.698013622083925,43.49006811041963
11753,stays,6.0,7.534862812278244,45.20917687366946
11754,staystrong,7.0,8.361541385462711,58.530789698238976
11755,staytuned,107.0,5.634622700056119,602.9046289060047
11756,stayvillain,5.0,8.698013622083925,43.49006811041963
11757,steady,3.0,7.909556261719655,23.728668785158966
11758,steak,7.0,7.599401333415815,53.19580933391071
11759,steakhouse,11.0,7.909556261719655,87.0051188789162
11760,steal,3.0,9.208839245849916,27.626517737549747
11761,steam,3.0,7.171957318588875,21.515871955766627
11762,steampod,17.0,8.00486644152398,136.08272950590765
11763,steel,6.0,7.668394204902767,46.0103652294166
11764,stefankmh,4.0,8.921157173398134,35.684628693592536
11765,stefanos,9.0,7.822544884730025,70.40290396257022
11766,stegi,8.0,8.228009992838189,65.82407994270551
11767,stelioshantampakis,12.0,7.822544884730025,93.8705386167603
11768,stelioskoudounaris,8.0,8.228009992838189,65.82407994270551
11769,stelioslegakisofficial,5.0,8.698013622083925,43.49006811041963
11770,steliosparliaros,30.0,6.940155704531551,208.20467113594654
11771,stella,3.0,6.873464330032879,20.620392990098637
11772,stella_kalli,3.0,9.208839245849916,27.626517737549747
11773,stelladimitriou,6.0,8.51569206528997,51.094152391739826
11774,stellakostopoulou,11.0,7.909556261719655,87.0051188789162
11775,stellamccartney,3.0,9.208839245849916,27.626517737549747
11776,stellas,4.0,8.228009992838189,32.912039971352755
11777,stellasport,4.0,8.921157173398134,35.684628693592536
11778,stelvio,8.0,8.228009992838189,65.82407994270551
11779,step,28.0,5.303505228572566,148.49814640003183
11780,stephaniecharalambous,3.0,9.208839245849916,27.626517737549747
11781,stephen,3.0,7.822544884730025,23.467634654190075
11782,stephen_chatzis,6.0,8.51569206528997,51.094152391739826
11783,stephens,4.0,8.921157173398134,35.684628693592536
11784,steps,22.0,6.9752470243428215,153.45543453554208
11785,stepstohappiness,6.0,8.51569206528997,51.094152391739826
11786,sterling,9.0,7.262929096794602,65.36636187115143
11787,sterlingsilver,12.0,7.822544884730025,93.8705386167603
11788,sterlingsilverjewellery,4.0,8.921157173398134,35.684628693592536
11789,sterlingsilverjewelry,4.0,8.921157173398134,35.684628693592536
11790,stevemadden,11.0,7.909556261719655,87.0051188789162
11791,stevia,3.0,8.921157173398134,26.7634715201944
11792,stevigi_shoes,3.0,9.208839245849916,27.626517737549747
11793,sti,10.0,3.2426925067262236,32.42692506726223
11794,stick,7.0,5.80764186418776,40.65349304931432
11795,stickers,8.0,8.51569206528997,68.12553652231976
11796,stickykitsune,10.0,8.00486644152398,80.0486644152398
11797,stigmes,12.0,7.822544884730025,93.8705386167603
11798,stikoudi,7.0,7.668394204902767,53.67875943431937
